raster,raster_cloud,match,raster_path,raster_cloud_path,clouds-on-roi,clouds-on-roi-minimal,raster_crs,count-on-roi-minimal-ndwi,count-on-roi-minimal-mndwi,ndwi_path,mask_ndwi_path,mndwi_path,mask_mndwi_path,threshold_value
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,14,9,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990408_20161218_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_CLOUDS_idx.TIF,18.037299179867432,19.113573407202217,EPSG:32719,195,144,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990713_20161217_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_CLOUDS_idx.TIF,90.13032243568139,98.47645429362882,EPSG:32719,59,73,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990729_20161217_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_CLOUDS_idx.TIF,9.852825525221885,0.8310249307479225,EPSG:32719,240,122,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990814_20161216_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19990915_20161218_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_CLOUDS_idx.TIF,14.402876081339175,4.847645429362881,EPSG:32719,15,0,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19991118_20161216_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,1,0,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_19991220_20161215_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_CLOUDS_idx.TIF,5.634198404673632,0.0,EPSG:32719,110,124,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010107_20161212_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,104,126,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010123_20161212_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,115,127,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010208_20161212_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,137,122,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010328_20161211_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_CLOUDS_idx.TIF,0.08987754184923043,0.0,EPSG:32719,189,126,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010429_20161211_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_CLOUDS_idx.TIF,99.96067857544097,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010515_20161211_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_CLOUDS_idx.TIF,0.3819795528592293,0.9695290858725761,EPSG:32719,368,287,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010616_20161211_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_CLOUDS_idx.TIF,0.11796427367711494,0.13850415512465375,EPSG:32719,286,272,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010718_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_CLOUDS_idx.TIF,69.27873272665992,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010819_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010904_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_CLOUDS_idx.TIF,0.9212448039546118,0.0,EPSG:32719,171,157,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20010920_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_CLOUDS_idx.TIF,75.83979328165374,97.36842105263158,EPSG:32719,87,117,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011006_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,170,140,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011209_20161209_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,157,138,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20011225_20161209_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_CLOUDS_idx.TIF,6.403774856757667,0.0,EPSG:32719,137,131,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020110_20161209_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_CLOUDS_idx.TIF,0.011234692731153803,0.2770083102493075,EPSG:32719,113,125,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020126_20161210_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,104,99,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020211_20161208_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,161,107,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020331_20161209_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_CLOUDS_idx.TIF,88.37209302325581,90.02770083102493,EPSG:32719,1,0,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020705_20161207_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_CLOUDS_idx.TIF,59.240534771374,90.7202216066482,EPSG:32719,288,187,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20020721_20161207_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,163,144,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031012_20161203_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_CLOUDS_idx.TIF,84.2882822154814,100.0,EPSG:32719,233,84,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031028_20161204_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,122,30,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20031231_20161203_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,145,34,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040201_20161203_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040217_20161202_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_CLOUDS_idx.TIF,0.005617346365576902,0.0,EPSG:32719,153,51,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040304_20161202_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,157,58,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040320_20161203_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040507_20161201_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_CLOUDS_idx.TIF,0.14605100550499944,0.2770083102493075,EPSG:32719,375,229,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040523_20161202_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_CLOUDS_idx.TIF,12.751376249859566,0.0,EPSG:32719,412,289,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040608_20161201_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040710_20161130_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_CLOUDS_idx.TIF,4.870239298955173,0.0,EPSG:32719,302,219,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040811_20161129_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_CLOUDS_idx.TIF,30.266262217728347,0.2770083102493075,EPSG:32719,319,213,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040827_20161130_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040912_20161129_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
,,TOTAL,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,172,150,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20040928_20161129_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25
