product-id,base-url,date,clouds,month,year,raster,raster_cloud,match,raster_path,raster_cloud_path,clouds-on-roi,clouds-on-roi-minimal,raster_crs,count-on-roi-minimal-ndwi,count-on-roi-minimal-mndwi,ndwi_path,mask_ndwi_path,mndwi_path,mask_mndwi_path,threshold_value,area_km2,images
LT05_L1TP_231089_20050526_20161127_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050526_20161127_01_T1,2005-05-26,19.0,5,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_CLOUDS_idx.TIF,82.63678238400179,86.98060941828255,EPSG:32719,0,30,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050526_20161127_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20050526_20161127_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050526_20161127_01_T1_idx-342.png
LT05_L1TP_231089_20050611_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050611_20161125_01_T1,2005-06-11,53.0,6,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050611_20161125_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20050611_20161125_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050611_20161125_01_T1_idx-342.png
LT05_L1TP_231089_20050627_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050627_20161125_01_T1,2005-06-27,33.0,6,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050627_20161125_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20050627_20161125_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050627_20161125_01_T1_idx-342.png
LT05_L1TP_231089_20050713_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050713_20161125_01_T1,2005-07-13,34.0,7,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050713_20161125_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20050713_20161125_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050713_20161125_01_T1_idx-342.png
LT05_L1TP_231089_20050729_20161125_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050729_20161125_01_T1,2005-07-29,52.0,7,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_CLOUDS_idx.TIF,97.33176047635096,98.75346260387812,EPSG:32719,12,61,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050729_20161125_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0108,./products/image/LT05_L1TP_231089_20050729_20161125_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050729_20161125_01_T1_idx-342.png
LT05_L1TP_231089_20050814_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050814_20161124_01_T1,2005-08-14,7.0,8,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_CLOUDS_idx.TIF,1.6627345242107627,0.0,EPSG:32719,285,190,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050814_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.2565,./products/image/LT05_L1TP_231089_20050814_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050814_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20050830_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050830_20161124_01_T1,2005-08-30,20.0,8,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_CLOUDS_idx.TIF,52.449163015391534,85.0415512465374,EPSG:32719,2,12,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050830_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0018,./products/image/LT05_L1TP_231089_20050830_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050830_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20050915_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20050915_20161124_01_T1,2005-09-15,1.0,9,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,169,155,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20050915_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1521,./products/image/LT05_L1TP_231089_20050915_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20050915_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20051001_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051001_20161124_01_T1,2005-10-01,76.0,10,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051001_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20051001_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20051001_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20051017_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051017_20161124_01_T1,2005-10-17,25.0,10,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_CLOUDS_idx.TIF,27.25536456577913,0.0,EPSG:32719,152,145,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051017_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1368,./products/image/LT05_L1TP_231089_20051017_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20051017_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20051102_20161124_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051102_20161124_01_T1,2005-11-02,77.0,11,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_CLOUDS_idx.TIF,23.84563532187395,14.127423822714682,EPSG:32719,140,142,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051102_20161124_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.126,./products/image/LT05_L1TP_231089_20051102_20161124_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20051102_20161124_01_T1_idx-342.png
LT05_L1TP_231089_20051118_20161123_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20051118_20161123_01_T1,2005-11-18,35.0,11,2005,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_CLOUDS_idx.TIF,98.0058420402202,99.86149584487535,EPSG:32719,5,9,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20051118_20161123_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0045,./products/image/LT05_L1TP_231089_20051118_20161123_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20051118_20161123_01_T1_idx-342.png
LT05_L1TP_231089_20060206_20161123_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060206_20161123_01_T1,2006-02-06,44.0,2,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_CLOUDS_idx.TIF,99.30344905066846,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060206_20161123_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20060206_20161123_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060206_20161123_01_T1_idx-342.png
LT05_L1TP_231089_20060310_20161122_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060310_20161122_01_T1,2006-03-10,1.0,3,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_CLOUDS_idx.TIF,0.26401527918211437,0.0,EPSG:32719,162,128,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060310_20161122_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1458,./products/image/LT05_L1TP_231089_20060310_20161122_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060310_20161122_01_T1_idx-342.png
LT05_L1TP_231089_20060427_20161122_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060427_20161122_01_T1,2006-04-27,2.0,4,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_CLOUDS_idx.TIF,0.011234692731153803,0.0,EPSG:32719,228,141,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060427_20161122_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.2052,./products/image/LT05_L1TP_231089_20060427_20161122_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060427_20161122_01_T1_idx-342.png
LT05_L1TP_231089_20060614_20161121_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060614_20161121_01_T1,2006-06-14,4.0,6,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_CLOUDS_idx.TIF,98.50578586675654,100.0,EPSG:32719,0,0,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060614_20161121_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0,./products/image/LT05_L1TP_231089_20060614_20161121_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060614_20161121_01_T1_idx-342.png
LT05_L1TP_231089_20060630_20161120_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060630_20161120_01_T1,2006-06-30,41.0,6,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_CLOUDS_idx.TIF,100.0,100.0,EPSG:32719,15,0,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060630_20161120_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0135,./products/image/LT05_L1TP_231089_20060630_20161120_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060630_20161120_01_T1_idx-342.png
LT05_L1TP_231089_20060801_20161120_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060801_20161120_01_T1,2006-08-01,13.0,8,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_CLOUDS_idx.TIF,7.909223682732278,1.3850415512465373,EPSG:32719,298,227,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060801_20161120_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.2682,./products/image/LT05_L1TP_231089_20060801_20161120_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060801_20161120_01_T1_idx-342.png
LT05_L1TP_231089_20060902_20161119_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060902_20161119_01_T1,2006-09-02,44.0,9,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_CLOUDS_idx.TIF,50.55611729019211,14.265927977839334,EPSG:32719,70,128,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060902_20161119_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.063,./products/image/LT05_L1TP_231089_20060902_20161119_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060902_20161119_01_T1_idx-342.png
LT05_L1TP_231089_20060918_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20060918_20161118_01_T1,2006-09-18,54.0,9,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_CLOUDS_idx.TIF,0.005617346365576902,0.0,EPSG:32719,103,145,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20060918_20161118_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0927,./products/image/LT05_L1TP_231089_20060918_20161118_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20060918_20161118_01_T1_idx-342.png
LT05_L1TP_231089_20061004_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061004_20161118_01_T1,2006-10-04,69.0,10,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_CLOUDS_idx.TIF,49.74160206718346,0.0,EPSG:32719,261,213,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061004_20161118_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.2349,./products/image/LT05_L1TP_231089_20061004_20161118_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061004_20161118_01_T1_idx-342.png
LT05_L1TP_231089_20061020_20161118_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061020_20161118_01_T1,2006-10-20,3.0,10,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_CLOUDS_idx.TIF,0.005617346365576902,0.13850415512465375,EPSG:32719,154,142,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061020_20161118_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1386,./products/image/LT05_L1TP_231089_20061020_20161118_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061020_20161118_01_T1_idx-342.png
LT05_L1TP_231089_20061105_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061105_20161117_01_T1,2006-11-05,17.0,11,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_CLOUDS_idx.TIF,60.847095831928996,0.13850415512465375,EPSG:32719,123,136,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061105_20161117_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1107,./products/image/LT05_L1TP_231089_20061105_20161117_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061105_20161117_01_T1_idx-342.png
LT05_L1TP_231089_20061121_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061121_20161117_01_T1,2006-11-21,4.0,11,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,1,90,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061121_20161117_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0009,./products/image/LT05_L1TP_231089_20061121_20161117_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061121_20161117_01_T1_idx-342.png
LT05_L1TP_231089_20061207_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061207_20161117_01_T1,2006-12-07,1.0,12,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,164,135,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061207_20161117_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1476,./products/image/LT05_L1TP_231089_20061207_20161117_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061207_20161117_01_T1_idx-342.png
LT05_L1TP_231089_20061223_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20061223_20161117_01_T1,2006-12-23,50.0,12,2006,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_CLOUDS_idx.TIF,0.4100662846871138,0.0,EPSG:32719,97,127,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20061223_20161117_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.0873,./products/image/LT05_L1TP_231089_20061223_20161117_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20061223_20161117_01_T1_idx-342.png
LT05_L1TP_231089_20070108_20161117_01_T1,gs://gcp-public-data-landsat/LT05/01/231/089/LT05_L1TP_231089_20070108_20161117_01_T1,2007-01-08,0.0,1,2007,,,TOTAL,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_idx.TIF,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_CLOUDS_idx.TIF,0.0,0.0,EPSG:32719,161,127,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_idx-NDWI.TIF,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_idx-NDWI-MASK-SIMPLE.TIF,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_idx-MNDWI.TIF,./products/images-crop/LT05_L1TP_231089_20070108_20161117_01_T1_idx-MNDWI-MASK-SIMPLE.TIF,0.25,0.1449,./products/image/LT05_L1TP_231089_20070108_20161117_01_T1_idx-210.png#./products/image/LT05_L1TP_231089_20070108_20161117_01_T1_idx-342.png
